site_id,latitude,longitude,start_date,end_date,status,timestamp,pm10,pm2_5,aqi
BS-U1076/2010/0296/1,-37.8127153,144.97067,2010-06-29,,active,2026-04-12T18:00,6.0,4.1,21
BS-U23896/2010240/0,-37.8201768,144.966393,2010-06-18,,active,2026-04-12T18:00,6.0,4.1,21
2010/2826,-37.815334,144.9601572,2010-06-17,,active,2026-04-12T18:00,6.0,4.1,21
1178/090099/0,-37.8158966,144.9585893,2009-06-10,,active,2026-04-12T18:00,6.0,4.1,21
BS1566/007095,-37.8156833,144.9726695,2009-06-09,,active,2026-04-12T18:00,6.0,4.1,21
2010206/0,-37.8395111,144.9777343,2010-05-28,,active,2026-04-12T18:00,6.0,4.1,21
2010210/0,-37.8139688,144.9724346,2010-05-28,,active,2026-04-12T18:00,6.0,4.1,21
BS1183/2008/0536/3,-37.8124325,144.9547704,2009-05-06,,active,2026-04-12T18:00,6.0,4.1,21
28992/007745,-37.8156833,144.9726695,2010-05-19,,active,2026-04-12T18:00,6.0,4.1,21
1501/2009/000688/0,-37.8159953,144.9649134,2009-05-12,,active,2026-04-12T18:00,6.0,4.1,21
1501/2009/000681/0,-37.8159953,144.9649134,2009-05-12,,active,2026-04-12T18:00,6.0,4.1,21
1501/2010/001251/1,-37.8159588,144.9610992,2010-05-17,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/000694/0,-37.8121788,144.9700065,2009-05-12,,active,2026-04-12T18:00,6.0,4.1,21
18065/2009/0162/1,-37.8139688,144.9724346,2009-05-06,,active,2026-04-12T18:00,6.0,4.1,21
1076/2007/0256/11,-37.8127153,144.97067,2009-04-03,,active,2026-04-12T18:00,6.0,4.1,21
1290/20080711/0,-37.8121788,144.9700065,2009-04-27,,active,2026-04-12T18:00,6.0,4.1,21
1178/090066/0,-37.8140943,144.9689782,2009-04-27,,active,2026-04-12T18:00,6.0,4.1,21
004884/0,-37.8159953,144.9649134,2010-05-07,,active,2026-04-12T18:00,6.0,4.1,21
100012,-37.8112537,144.961519,2010-04-29,,active,2026-04-12T18:00,6.0,4.1,21
1566/007673,-37.8139688,144.9724346,2010-04-16,,active,2026-04-12T18:00,6.0,4.1,21
1076/2010/0141/1,-37.811721,144.9639722,2010-04-14,,active,2026-04-12T18:00,6.0,4.1,21
1183/2010/0146/1,-37.8140943,144.9689782,2010-04-16,,active,2026-04-12T18:00,6.0,4.1,21
1214/20104148/0,-37.7971895,144.9517997,2010-04-12,,active,2026-04-12T18:00,4.6,3.4,20
18065/2010/0142/1,-37.8139688,144.9724346,2010-04-16,,active,2026-04-12T18:00,6.0,4.1,21
15181/2010/000941,-37.8159953,144.9649134,2010-04-14,,active,2026-04-12T18:00,6.0,4.1,21
20102707,-37.8139688,144.9724346,2010-04-13,,active,2026-04-12T18:00,6.0,4.1,21
1055/2009/0037,-37.818482,144.9637108,2009-03-18,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/000341/0,-37.8146346,144.9625779,2009-03-19,,active,2026-04-12T18:00,6.0,4.1,21
004003-0,-37.8159953,144.9649134,2009-03-17,,active,2026-04-12T18:00,6.0,4.1,21
004003/0,-37.8159953,144.9649134,2009-03-06,,active,2026-04-12T18:00,6.0,4.1,21
16541/070357/11,-37.8187641,144.9472974,2009-02-25,,active,2026-04-12T18:00,6.0,4.1,21
1566/007634,-37.8159953,144.9649134,2010-04-14,,active,2026-04-12T18:00,6.0,4.1,21
1047/2009048/1,-37.8028214,144.9583742,2009-02-20,,active,2026-04-12T18:00,6.0,4.1,21
1585/092143/0,-37.8139688,144.9724346,2009-02-26,,active,2026-04-12T18:00,6.0,4.1,21
14812/102987/0,-37.8104263,144.9589041,2010-03-19,,active,2026-04-12T18:00,6.0,4.1,21
1081/2008101/0,-37.8140943,144.9689782,2009-02-17,,active,2026-04-12T18:00,6.0,4.1,21
BS-U18514/007621,-37.8140943,144.9689782,2010-03-18,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/000158/0,-37.8159953,144.9649134,2009-02-13,,active,2026-04-12T18:00,6.0,4.1,21
1543/20102716,-37.815334,144.9601572,2010-03-17,,active,2026-04-12T18:00,6.0,4.1,21
1227/2009/0004/1,-37.8225861,144.962141,2009-02-10,,active,2026-04-12T18:00,6.0,4.1,21
1227/20080026/3,-37.8225861,144.962141,2009-02-12,,active,2026-04-12T18:00,6.0,4.1,21
25655/2009/0024/1,-37.8006511,144.9657621,2009-01-29,,active,2026-04-12T18:00,6.0,4.1,21
28992/006126/6,-37.8077731,144.9609675,2009-01-30,,active,2026-04-12T18:00,6.0,4.1,21
24065/092095/0,-37.8123411,144.9653725,2009-01-15,,active,2026-04-12T18:00,6.0,4.1,21
1227/20080029/2,-37.8225861,144.962141,2008-12-19,,active,2026-04-12T18:00,6.0,4.1,21
1073/2000/0065/24,-37.8168354,144.9626374,2008-12-04,,active,2026-04-12T18:00,6.0,4.1,21
1455/2010/0067/1,-37.8140943,144.9689782,2010-02-24,,active,2026-04-12T18:00,6.0,4.1,21
18065/2008/0526/1,-37.8146346,144.9625779,2008-12-01,,active,2026-04-12T18:00,6.0,4.1,21
16541/090190/2,-37.8159953,144.9649134,2010-02-11,,active,2026-04-12T18:00,6.0,4.1,21
1076/2007/0256/9,-37.8127153,144.97067,2008-11-21,,active,2026-04-12T18:00,6.0,4.1,21
15181/2010/000335,-37.8127153,144.97067,2010-02-11,,active,2026-04-12T18:00,6.0,4.1,21
1172-100021-0,-37.818482,144.9637108,2010-02-10,,active,2026-04-12T18:00,6.0,4.1,21
1501/2010/000303,-37.8159588,144.9610992,2010-02-08,,active,2026-04-12T18:00,6.0,4.1,21
1585/102844/0,-37.8109402,144.9619384,2010-01-28,,active,2026-04-12T18:00,6.0,4.1,21
15181/2010/000073,-37.8245378,144.9422147,2010-01-14,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/000589/5V,-37.8159588,144.9610992,2009-12-07,,active,2026-04-12T18:00,6.0,4.1,21
1566/006836/0,-37.8146346,144.9625779,2008-11-19,,active,2026-04-12T18:00,6.0,4.1,21
1178/090288/0,-37.8145283,144.9705094,2009-12-22,,active,2026-04-12T18:00,6.0,4.1,21
1047/2009507/1,-37.8121554,144.9634568,2009-12-17,,active,2026-04-12T18:00,6.0,4.1,21
14716/2009198/0,-37.8127153,144.97067,2009-12-17,,active,2026-04-12T18:00,6.0,4.1,21
20092558,-37.8139688,144.9724346,2009-12-11,,active,2026-04-12T18:00,6.0,4.1,21
18065/2008/0379/2,-37.8146346,144.9625779,2008-10-28,,active,2026-04-12T18:00,6.0,4.1,21
1178/080300/0,-37.809011,144.9789702,2008-11-07,,active,2026-04-12T18:00,6.0,4.1,21
24818/006772/2,-37.8139688,144.9724346,2008-10-20,,active,2026-04-12T18:00,6.0,4.1,21
1553/2008/0338/0,-37.8454512,144.978986,2008-10-28,,active,2026-04-12T18:00,6.0,4.1,21
23896*2008499*0,-37.811721,144.9639722,2008-10-28,,active,2026-04-12T18:00,6.0,4.1,21
18065/2008/0463/1,-37.8137251,144.9600538,2008-10-27,,active,2026-04-12T18:00,6.0,4.1,21
16541/070357/9,-37.8187641,144.9472974,2008-10-14,,active,2026-04-12T18:00,6.0,4.1,21
1076/2007/0256/8,-37.8127153,144.97067,2008-09-24,,active,2026-04-12T18:00,6.0,4.1,21
BS1022/BP2009/208/0,-37.8454512,144.978986,2009-12-14,,active,2026-04-12T18:00,6.0,4.1,21
BS-U15013/2009454/0,-37.811721,144.9639722,2009-11-24,,active,2026-04-12T18:00,6.0,4.1,21
1178/080236/0,-37.8140943,144.9689782,2008-09-10,,active,2026-04-12T18:00,6.0,4.1,21
1178/090268/0,-37.8145283,144.9705094,2009-11-27,,active,2026-04-12T18:00,6.0,4.1,21
16541/070357/7,-37.8187641,144.9472974,2008-09-02,,active,2026-04-12T18:00,6.0,4.1,21
16737/081618/1A,-37.8159953,144.9649134,2008-08-24,,active,2026-04-12T18:00,6.0,4.1,21
20095981,-37.8127153,144.97067,2009-11-23,,active,2026-04-12T18:00,6.0,4.1,21
1133/090086/0,-37.8395111,144.9777343,2009-11-20,,active,2026-04-12T18:00,6.0,4.1,21
14734/080357,-37.815781,144.9620958,2008-09-17,,active,2026-04-12T18:00,6.0,4.1,21
BS23896/2008453/0,-37.815781,144.9620958,2008-09-25,,active,2026-04-12T18:00,6.0,4.1,21
23896/2009441/0,-37.8127153,144.97067,2009-11-18,,active,2026-04-12T18:00,6.0,4.1,21
BS1507.009.023,-37.8127153,144.97067,2009-11-16,,active,2026-04-12T18:00,6.0,4.1,21
BS16094/2008/0418/1,-37.8121788,144.9700065,2008-09-30,,active,2026-04-12T18:00,6.0,4.1,21
18065/2008/0379/1,-37.8146346,144.9625779,2008-09-09,,active,2026-04-12T18:00,6.0,4.1,21
18065/2008/0371/1,-37.8139688,144.9724346,2008-09-04,,active,2026-04-12T18:00,6.0,4.1,21
18514/006674/0,-37.811721,144.9639722,2008-08-18,,active,2026-04-12T18:00,6.0,4.1,21
24065/081837/0,-37.8124325,144.9547704,2008-08-06,,active,2026-04-12T18:00,6.0,4.1,21
1587/003706/0,-37.8107647,144.969936,2008-08-11,,active,2026-04-12T18:00,6.0,4.1,21
1022/BP2009/191/0,-37.8139688,144.9724346,2009-10-30,,active,2026-04-12T18:00,6.0,4.1,21
1178/090205/2,-37.8156833,144.9726695,2009-10-01,,active,2026-04-12T18:00,6.0,4.1,21
2009/2396/1,-37.8139688,144.9724346,2009-10-29,,active,2026-04-12T18:00,6.0,4.1,21
1183/2008/0311/1,-37.8115899,144.9774158,2008-07-28,,active,2026-04-12T18:00,6.0,4.1,21
23896/2009352/0,-37.816858,144.9687277,2009-10-02,,active,2026-04-12T18:00,6.0,4.1,21
1076/2009/0393/1,-37.7971895,144.9517997,2009-09-30,,active,2026-04-12T18:00,4.6,3.4,20
16737/081894/0,-37.8159953,144.9649134,2008-09-02,,active,2026-04-12T18:00,6.0,4.1,21
BS1076/2009/0317/2,-37.8109402,144.9619384,2009-09-04,,active,2026-04-12T18:00,6.0,4.1,21
24818/006666,-37.8139688,144.9724346,2008-08-13,,active,2026-04-12T18:00,6.0,4.1,21
BS1073/2000/0065/4F,-37.8168354,144.9626374,2009-09-02,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/001837,-37.8159953,144.9649134,2009-09-29,,active,2026-04-12T18:00,6.0,4.1,21
BS27882/2009289/0,-37.815781,144.9620958,2009-09-08,,active,2026-04-12T18:00,6.0,4.1,21
004381-0,-37.8006511,144.9657621,2009-09-23,,active,2026-04-12T18:00,6.0,4.1,21
28992/006592/1,-37.8128897,144.9424877,2008-06-23,,active,2026-04-12T18:00,6.0,4.1,21
16094/2008/0237/1,-37.8109402,144.9619384,2008-06-13,,active,2026-04-12T18:00,6.0,4.1,21
17998/1390109/0,-37.8198734,144.9582985,2009-09-11,,active,2026-04-12T18:00,6.0,4.1,21
18065/2009/0363/1,-37.8145283,144.9705094,2009-09-14,,active,2026-04-12T18:00,6.0,4.1,21
14426/2009/0361/1,-37.815781,144.9620958,2009-09-10,,active,2026-04-12T18:00,6.0,4.1,21
1178/080205/0,-37.8145283,144.9705094,2008-08-01,,active,2026-04-12T18:00,6.0,4.1,21
1076/2009/0344/1,-37.8140943,144.9689782,2009-09-03,,active,2026-04-12T18:00,6.0,4.1,21
BS1183/2009/0258/3,-37.8115899,144.9774158,2009-08-24,,active,2026-04-12T18:00,6.0,4.1,21
1320/280908/0,-37.8127153,144.97067,2008-09-17,,active,2026-04-12T18:00,6.0,4.1,21
1183/2008/02391/,-37.8145283,144.9705094,2008-06-16,,active,2026-04-12T18:00,6.0,4.1,21
1178-090185-0,-37.8124325,144.9547704,2009-09-02,,active,2026-04-12T18:00,6.0,4.1,21
BS1227/20090018,-37.8225861,144.962141,2009-07-09,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/000589/1V,-37.8159588,144.9610992,2009-06-26,,active,2026-04-12T18:00,6.0,4.1,21
BS1076/2008/0339/2,-37.8145283,144.9705094,2009-06-30,,active,2026-04-12T18:00,6.0,4.1,21
16541/090208/0,-37.8191608,144.9584734,2009-08-31,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/001486/0,-37.8176048,144.9621837,2009-08-25,,active,2026-04-12T18:00,6.0,4.1,21
14426/2008/0307/1,-37.8139688,144.9724346,2008-07-25,,active,2026-04-12T18:00,6.0,4.1,21
16541/090198/1,-37.8454512,144.978986,2009-08-21,,active,2026-04-12T18:00,6.0,4.1,21
1320/250708/0,-37.816858,144.9687277,2008-07-18,,active,2026-04-12T18:00,6.0,4.1,21
1566/006632,-37.8145283,144.9705094,2008-07-15,,active,2026-04-12T18:00,6.0,4.1,21
BS1566/007216,-37.8145283,144.9705094,2009-08-14,,active,2026-04-12T18:00,6.0,4.1,21
20092404/1,-37.8139688,144.9724346,2009-08-26,,active,2026-04-12T18:00,6.0,4.1,21
BS1183/2009/0303/1,-37.8115899,144.9774158,2009-08-07,,active,2026-04-12T18:00,6.0,4.1,21
16541/090190/1,-37.8159953,144.9649134,2009-08-13,,active,2026-04-12T18:00,6.0,4.1,21
004318-0,-37.8139688,144.9724346,2009-08-21,,active,2026-04-12T18:00,6.0,4.1,21
15181/2008/000600/0,-37.8159953,144.9649134,2008-06-06,,active,2026-04-12T18:00,6.0,4.1,21
15181/2008/000466/0,-37.816529,144.947517,2008-05-12,,active,2026-04-12T18:00,6.0,4.1,21
1172/090097/3,-37.8124325,144.9547704,2009-07-17,,active,2026-04-12T18:00,6.0,4.1,21
1585/081769/0,-37.8165168,144.9565571,2008-07-03,,active,2026-04-12T18:00,6.0,4.1,21
1330/20090286,-37.809762,144.9624727,2009-08-06,,active,2026-04-12T18:00,6.0,4.1,21
20092357,-37.8139688,144.9724346,2009-08-06,,active,2026-04-12T18:00,6.0,4.1,21
10-Jul-09,-37.8145283,144.9705094,2009-07-28,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009-000589/4,-37.8159588,144.9610992,2009-07-19,,active,2026-04-12T18:00,6.0,4.1,21
BS1047/2009048/3,-37.8028214,144.9583742,2009-07-23,,active,2026-04-12T18:00,6.0,4.1,21
BS1041/20090001,-37.8225861,144.962141,2009-08-28,,active,2026-04-12T18:00,6.0,4.1,21
14812/20160076/0,-37.8140943,144.9689782,2016-05-18,2019-05-18,inactive,2026-04-12T18:00,6.0,4.1,21
18514/222721/1,-37.8140943,144.9689782,2016-05-13,2019-05-13,inactive,2026-04-12T18:00,6.0,4.1,21
24089/20160106/1,-37.8140046,144.9699179,2016-05-11,2019-05-11,inactive,2026-04-12T18:00,6.0,4.1,21
1585/20160203/1,-37.8158966,144.9585893,2016-05-13,2019-05-13,inactive,2026-04-12T18:00,6.0,4.1,21
14734/160074/0,-37.8137251,144.9600538,2016-05-02,2019-05-02,inactive,2026-04-12T18:00,6.0,4.1,21
15181/2009/001115/0,-37.8159953,144.9649134,2009-07-09,,active,2026-04-12T18:00,6.0,4.1,21
15181/2009/001118/0,-37.8159953,144.9649134,2009-07-09,,active,2026-04-12T18:00,6.0,4.1,21
16541/160073/1,-37.8137251,144.9600538,2016-04-28,2017-04-28,inactive,2026-04-12T18:00,6.0,4.1,21
15181/2016/001539,-37.8139688,144.9724346,2016-05-05,2019-05-05,inactive,2026-04-12T18:00,6.0,4.1,21
1301/20140312/0,-37.8124325,144.9547704,2014-11-26,2017-11-26,inactive,2026-04-12T18:00,6.0,4.1,21
BS106094/2009/0275/1,-37.8140943,144.9689782,2009-07-16,,active,2026-04-12T18:00,6.0,4.1,21
BS1227/20090018,-37.8225861,144.962141,2009-07-09,,active,2026-04-12T18:00,6.0,4.1,21
BS1183/2009/0239/1,-37.8124325,144.9547704,2009-06-24,,active,2026-04-12T18:00,6.0,4.1,21
1064/092259/0,-37.8145283,144.9705094,2009-06-29,,active,2026-04-12T18:00,6.0,4.1,21
27882/20160088/0,-37.8146346,144.9625779,2016-04-20,2019-04-20,inactive,2026-04-12T18:00,6.0,4.1,21
15181/2016/001318,-37.8121554,144.9634568,2016-04-19,2019-04-19,inactive,2026-04-12T18:00,6.0,4.1,21
15013/20160085/0,-37.8139688,144.9724346,2016-04-27,2019-04-27,inactive,2026-04-12T18:00,6.0,4.1,21
20092347,-37.8162533,144.9569167,2009-07-07,,active,2026-04-12T18:00,6.0,4.1,21
1172/090104/0,-37.8156833,144.9726695,2009-06-17,,active,2026-04-12T18:00,6.0,4.1,21
74 ALFRED ST NORTH M,-37.7901075,144.9382846,2000-03-24,,active,2026-04-12T18:00,4.6,3.4,20
BS18065/2009/0211/1,-37.818482,144.9637108,2009-06-05,,active,2026-04-12T18:00,6.0,4.1,21
1183/2015/0247/3,-37.815781,144.9620958,2016-04-14,2019-04-14,inactive,2026-04-12T18:00,6.0,4.1,21
1172/090097/1,-37.8124325,144.9547704,2009-06-09,,active,2026-04-12T18:00,6.0,4.1,21
1178/090093/0,-37.8145283,144.9705094,2009-06-02,,active,2026-04-12T18:00,6.0,4.1,21
BS1227/20090013/2,-37.8225861,144.962141,2009-06-10,,active,2026-04-12T18:00,6.0,4.1,21
1178-160095-0V,-37.8140943,144.9689782,2016-04-26,2019-04-26,inactive,2026-04-12T18:00,6.0,4.1,21
20092318,-37.8140943,144.9689782,2009-06-04,,active,2026-04-12T18:00,6.0,4.1,21
BS1227/20090013/1,-37.8225861,144.962141,2009-06-03,,active,2026-04-12T18:00,6.0,4.1,21
42925.22267,-37.811721,144.9639722,2016-04-13,2019-04-13,inactive,2026-04-12T18:00,6.0,4.1,21
BS1566/007078,-37.8109402,144.9619384,2009-05-22,,active,2026-04-12T18:00,6.0,4.1,21
BS18065/2009/0181/1,-37.8146346,144.9625779,2009-05-20,,active,2026-04-12T18:00,6.0,4.1,21
BS23896/2009119/0,-37.811721,144.9639722,2009-05-15,,active,2026-04-12T18:00,6.0,4.1,21
1587/008377-0,-37.8146346,144.9625779,2016-04-07,2019-04-07,inactive,2026-04-12T18:00,6.0,4.1,21
24089/20160079/1,-37.815334,144.9601572,2016-04-15,2019-04-15,inactive,2026-04-12T18:00,6.0,4.1,21
1330/20160411/0,-37.8109402,144.9619384,2016-04-05,2018-04-05,inactive,2026-04-12T18:00,6.0,4.1,21
1013      ,-37.816858,144.9687277,2016-04-04,2019-04-04,inactive,2026-04-12T18:00,6.0,4.1,21
24089/20160073/0,-37.8146346,144.9625779,2016-04-12,2019-04-12,inactive,2026-04-12T18:00,6.0,4.1,21
1183/2016/0056/1,-37.815781,144.9620958,2016-03-31,2019-03-31,inactive,2026-04-12T18:00,6.0,4.1,21
BS1080/2009/0154,-37.8159953,144.9649134,2009-05-18,,active,2026-04-12T18:00,6.0,4.1,21
23655-160072-1,-37.8159953,144.9649134,2016-03-31,2019-03-31,inactive,2026-04-12T18:00,6.0,4.1,21
16541/160006/4  17687F17A,-37.809762,144.9624727,2016-03-22,2019-02-08,inactive,2026-04-12T18:00,6.0,4.1,21
15181/2009/000589/1,-37.8159588,144.9610992,2009-04-21,,active,2026-04-12T18:00,6.0,4.1,21
1022/BP2016/107/0,-37.8159953,144.9649134,2016-03-16,2019-03-16,inactive,2026-04-12T18:00,6.0,4.1,21
18514.22262,-37.8107647,144.969936,2016-03-11,2019-03-11,inactive,2026-04-12T18:00,6.0,4.1,21
20160049,-37.8146346,144.9625779,2016-03-07,2019-03-07,inactive,2026-04-12T18:00,6.0,4.1,21
1172-160051-0,-37.8145283,144.9705094,2016-03-03,2019-03-03,inactive,2026-04-12T18:00,6.0,4.1,21
37909/2016/0030/1,-37.8145283,144.9705094,2016-03-22,2019-02-26,inactive,2026-04-12T18:00,6.0,4.1,21
24065/20168495/0,-37.8146346,144.9625779,2016-03-08,2019-03-08,inactive,2026-04-12T18:00,6.0,4.1,21
1133/20150007/0,-37.8139688,144.9724346,2015-12-02,2018-12-02,inactive,2026-04-12T18:00,6.0,4.1,21
U1101/20160237/0,-37.8199591,144.9610228,2016-03-15,2019-02-28,inactive,2026-04-12T18:00,6.0,4.1,21
1227/20160012,-37.8225861,144.962141,2016-02-29,2018-02-28,inactive,2026-04-12T18:00,6.0,4.1,21
42925.2226,-37.8145283,144.9705094,2016-03-10,2019-02-22,inactive,2026-04-12T18:00,6.0,4.1,21
14734/160033/0,-37.8137251,144.9600538,2016-03-04,2019-03-04,inactive,2026-04-12T18:00,6.0,4.1,21
22605/20150216/0,-37.8121554,144.9634568,2015-09-08,2018-09-08,inactive,2026-04-12T18:00,6.0,4.1,21
18514222496,-37.8187641,144.9472974,2016-02-26,2018-11-25,inactive,2026-04-12T18:00,6.0,4.1,21
16737/20160008/0,-37.8159953,144.9649134,2016-01-22,2019-01-22,inactive,2026-04-12T18:00,6.0,4.1,21
1130/1999269/1,-37.815781,144.9620958,2000-07-24,,active,2026-04-12T18:00,6.0,4.1,21
1069/000184/0,-37.811721,144.9639722,2000-07-20,,active,2026-04-12T18:00,6.0,4.1,21
1178-160032-0,-37.8158966,144.9585893,2016-02-11,2019-02-11,inactive,2026-04-12T18:00,6.0,4.1,21
42925/222591/0,-37.8168354,144.9626374,2016-02-10,2019-02-10,inactive,2026-04-12T18:00,6.0,4.1,21
42925.222578.0,-37.8187641,144.9472974,2016-01-29,2019-01-29,inactive,2026-04-12T18:00,6.0,4.1,21
1072/2000072/1V,-37.8162533,144.9569167,2000-07-18,,active,2026-04-12T18:00,6.0,4.1,21
1210/2000/0453/1,-37.8145283,144.9705094,2000-07-26,,active,2026-04-12T18:00,6.0,4.1,21
18514/222585/0,-37.8156833,144.9726695,2016-02-04,2019-02-04,inactive,2026-04-12T18:00,6.0,4.1,21
23655-160025-0,-37.8159953,144.9649134,2016-02-04,2019-02-04,inactive,2026-04-12T18:00,6.0,4.1,21
1245/20000450/0,-37.829122,144.9849134,2000-02-23,,active,2026-04-12T18:00,6.0,4.1,21
16269/20000691/1,-37.8006511,144.9657621,2000-12-19,,active,2026-04-12T18:00,6.0,4.1,21
23655-150279-2,-37.8159953,144.9649134,2016-01-14,,active,2026-04-12T18:00,6.0,4.1,21
1332015070,-37.8140046,144.9699179,2000-06-29,,active,2026-04-12T18:00,6.0,4.1,21
1585/20160022/0,-37.7971895,144.9517997,2016-01-21,2019-01-21,inactive,2026-04-12T18:00,4.6,3.4,20
1332/01483/0,-37.8107647,144.969936,2000-06-29,,active,2026-04-12T18:00,6.0,4.1,21
1332016700,-37.8454512,144.978986,2000-07-13,,active,2026-04-12T18:00,6.0,4.1,21
14812/20160010/0A,-37.8121788,144.9700065,2016-01-22,2019-01-22,inactive,2026-04-12T18:00,6.0,4.1,21
1076/2000/0353/1,-37.8145283,144.9705094,2000-06-06,,active,2026-04-12T18:00,6.0,4.1,21
1100/20160125/0,-37.7965126,144.9319336,2015-10-23,2018-10-23,inactive,2026-04-12T18:00,4.6,3.4,20
15988/2015/34/0,-37.815781,144.9620958,2015-09-29,2018-09-29,inactive,2026-04-12T18:00,6.0,4.1,21
1064/991180/0,-37.816858,144.9687277,2000-06-08,,active,2026-04-12T18:00,6.0,4.1,21
1501/2016/000142,-37.8159953,144.9649134,2016-01-19,2019-01-19,inactive,2026-04-12T18:00,6.0,4.1,21
1215/200093/0,-37.8109402,144.9619384,2000-05-05,,active,2026-04-12T18:00,6.0,4.1,21
1183/2000293/1,-37.8145283,144.9705094,2000-05-09,,active,2026-04-12T18:00,6.0,4.1,21
1332/0004790,-37.8159953,144.9649134,2000-03-14,,active,2026-04-12T18:00,6.0,4.1,21
16737 20150106/0,-37.8395111,144.9777343,2015-11-16,2018-11-16,inactive,2026-04-12T18:00,6.0,4.1,21
1055/2015/0181/0,-37.8139688,144.9724346,2015-12-08,2018-11-12,inactive,2026-04-12T18:00,6.0,4.1,21
1332/0003620,-37.8104263,144.9589041,2000-03-02,,active,2026-04-12T18:00,6.0,4.1,21
1332/0004050,-37.8125147,144.9598421,2000-03-06,,active,2026-04-12T18:00,6.0,4.1,21
1332/0003330,-37.8121554,144.9634568,2000-02-29,,active,2026-04-12T18:00,6.0,4.1,21
1210/20000340/0,-37.8139688,144.9724346,2000-05-31,,active,2026-04-12T18:00,6.0,4.1,21
1081/2015106/0,-37.8124325,144.9547704,2016-01-11,2019-12-21,inactive,2026-04-12T18:00,6.0,4.1,21
BS-U 42299/20150304/0,-37.8168354,144.9626374,2015-12-09,2018-12-09,inactive,2026-04-12T18:00,6.0,4.1,21
16908/2015/003668,-37.8159953,144.9649134,2015-12-07,2018-12-07,inactive,2026-04-12T18:00,6.0,4.1,21
14734/150330/0,-37.8121554,144.9634568,2015-12-21,2018-12-21,inactive,2026-04-12T18:00,6.0,4.1,21
1552/2000/1432/0,-37.8257755,144.9626864,2000-03-16,,active,2026-04-12T18:00,6.0,4.1,21
1172/000056/0,-37.8159953,144.9649134,2000-03-21,,active,2026-04-12T18:00,6.0,4.1,21
1178/000059/0,-37.8158966,144.9585893,2000-03-22,,active,2026-04-12T18:00,6.0,4.1,21
1543-20156792-0,-37.811721,144.9639722,2015-11-30,2018-11-30,inactive,2026-04-12T18:00,6.0,4.1,21
1100/20000233/0,-37.8395111,144.9777343,1999-12-23,,active,2026-04-12T18:00,6.0,4.1,21
1332011350,-37.8158966,144.9585893,2000-06-24,,active,2026-04-12T18:00,6.0,4.1,21
23655-150313-0,-37.8140943,144.9689782,2015-12-10,2018-12-10,inactive,2026-04-12T18:00,6.0,4.1,21
1566/222494/1,-37.8187641,144.9472974,2015-11-24,2018-11-24,inactive,2026-04-12T18:00,6.0,4.1,21
36872/008231/0,-37.8121788,144.9700065,2015-11-26,2018-11-26,inactive,2026-04-12T18:00,6.0,4.1,21
1180/000841/0,-37.8159953,144.9649134,2000-05-19,,active,2026-04-12T18:00,6.0,4.1,21
1076/000301/1,-37.8109402,144.9619384,2000-05-12,,active,2026-04-12T18:00,6.0,4.1,21
42925/222468/1,-37.8145283,144.9705094,2015-11-06,2018-11-06,inactive,2026-04-12T18:00,6.0,4.1,21
42925.22246,-37.8087981,144.966276,2015-10-30,2018-10-30,inactive,2026-04-12T18:00,6.0,4.1,21
1210/200191/1,-37.8109402,144.9619384,2000-03-28,,active,2026-04-12T18:00,6.0,4.1,21
1557/000083/0,-37.815781,144.9620958,2000-03-29,,active,2026-04-12T18:00,6.0,4.1,21
23655-150303-0,-37.815781,144.9620958,2015-12-02,2018-12-02,inactive,2026-04-12T18:00,6.0,4.1,21
1242/002359/0,-37.8124325,144.9547704,2000-03-17,,active,2026-04-12T18:00,6.0,4.1,21
37152/20150087/0,-37.8127153,144.97067,2015-10-23,2018-10-23,inactive,2026-04-12T18:00,6.0,4.1,21
42925.22245,-37.8140943,144.9689782,2015-10-22,2018-10-22,inactive,2026-04-12T18:00,6.0,4.1,21
1064/991177/0,-37.8137251,144.9600538,2000-05-26,,active,2026-04-12T18:00,6.0,4.1,21
1080/20151668/0,-37.8127153,144.97067,2015-11-24,2017-11-24,inactive,2026-04-12T18:00,6.0,4.1,21
1183/20000317/1,-37.8137251,144.9600538,2000-05-22,,active,2026-04-12T18:00,6.0,4.1,21
23655-150275-2,-37.8158966,144.9585893,2015-11-10,2018-10-30,inactive,2026-04-12T18:00,6.0,4.1,21
1332/008450,-37.7968874,144.9573816,2000-05-18,,active,2026-04-12T18:00,4.6,3.4,20
19751/150291/0,-37.8121554,144.9634568,2015-10-19,2018-10-19,inactive,2026-04-12T18:00,6.0,4.1,21
1553/000124/0,-37.8146346,144.9625779,2000-03-23,,active,2026-04-12T18:00,6.0,4.1,21
1585/20150489/0,-37.8121554,144.9634568,2015-10-12,2018-10-12,inactive,2026-04-12T18:00,6.0,4.1,21
1210/2000/0083/1,-37.8146346,144.9625779,2000-02-07,,active,2026-04-12T18:00,6.0,4.1,21
1064/991134,-37.8158966,144.9585893,2000-02-10,,active,2026-04-12T18:00,6.0,4.1,21
